,TF,Target,Label
0,RAG2,PLK2,1
1,RAG2,H2AFY,1
2,RAG2,TPM4,1
3,RAG2,ABHD17B,1
4,RAG2,LARS2,1
5,RAG2,TFR2,1
6,RAG2,RGS19,1
7,RAG2,SYTL1,1
8,RAG2,RAMP1,1
9,RAG2,CTSW,1
10,RAG2,PTP4A3,1
11,RAG2,RGS2,1
12,RAG2,SSH2,1
13,RAG2,PDCD4,1
14,RAG2,NCEH1,1
15,RAG2,TESPA1,1
16,RAG2,ANXA2,1
17,RAG2,CTTN,1
18,RAG2,ITGB7,1
19,RAG2,VAMP1,1
20,RAG2,LYN,1
21,RAG2,FAM171A1,1
22,RAG2,IFI209,1
23,RAG2,CKS1B,1
24,RAG2,H2-Q6,1
25,RAG2,RNF213,1
26,RAG2,ANKRD44,1
27,RAG2,N4BP3,1
28,RAG2,BTG2,1
29,RAG2,BC035044,1
30,RAG2,TMEM206,1
31,RAG2,STXBP1,1
32,RAG2,SELL,1
33,RAG2,CD69,1
34,RAG2,DPP4,1
35,RAG2,AKNA,1
36,RAG2,MYO5A,1
37,RAG2,NWD1,1
38,RAG2,IPCEF1,1
39,RAG2,CCR9,1
40,RAG2,NEURL3,1
41,RAG2,MCM5,1
42,RAG2,TRAF1,1
43,RAG2,GSTM1,1
44,RAG2,DOCK11,1
45,RAG2,MEF2C,1
46,RAG2,FCRL1,1
47,RAG2,MEIS1,1
48,RAG2,FRMD6,1
49,RAG2,FLNA,1
50,RAG2,PLSCR4,1
51,RAG2,FOXO1,1
52,RAG2,H2-DMA,1
53,RAG2,EEPD1,1
54,RAG2,CARD11,1
55,RAG2,ITM2A,1
56,RAG2,SLC44A2,1
57,RAG2,CMAH,1
58,RAG2,KCTD12,1
59,RAG2,NCAPD2,1
60,RAG2,CD53,1
61,RAG2,ATPIF1,1
62,RAG2,RNF13,1
63,RAG2,CCR7,1
64,RAG2,GNG2,1
65,RAG2,STK10,1
66,RAG2,EPSTI1,1
67,RAG2,PRR5,1
68,RAG2,DNTT,1
69,RAG2,LGALS1,1
70,RAG2,SLC22A3,1
71,RAG2,CAV2,1
72,RAG2,SGMS1,1
73,RAG2,PKN3,1
74,RAG2,GBP9,1
75,RAG2,ZFP422,1
76,RAG2,NDNF,1
77,RAG2,SPI1,1
78,RAG2,MPEG1,1
79,RAG2,H2-OB,1
80,RAG2,VDR,1
81,RAG2,RAB40B,1
82,RAG2,UBE2L6,1
83,RAG2,TIPIN,1
84,RAG2,ARHGAP15,1
85,RAG2,RORA,1
86,RAG2,CCDC136,1
87,RAG2,WLS,1
88,RAG2,SNAP47,1
89,RAG2,SH2D5,1
90,RAG2,ANGPT1,1
91,RAG2,IFI213,1
92,RAG2,JPT1,1
93,RAG2,LCP1,1
94,RAG2,DUSP6,1
95,RAG2,RNF38,1
96,RAG2,MCM4,1
97,RAG2,RUSC2,1
