,TF,Target,Label
0,SMARCC1,TERF1,1
1,SMARCC1,POLR2B,1
2,SMARCC1,RARG,1
3,SMARCC1,POLB,1
4,SMARCC1,SERTAD3,1
5,SMARCC1,PSIP1,1
6,SMARCC1,EXOSC3,1
7,SMARCC1,NR2F2,1
8,SMARCC1,ZSCAN21,1
9,SMARCC1,GTF2H3,1
10,SMARCC1,HNF4A,1
11,SMARCC1,BSCL2,1
12,SMARCC1,BCS1L,1
13,SMARCC1,HMGN4,1
14,SMARCC1,KNTC1,1
15,SMARCC1,ZNF33A,1
16,SMARCC1,SMAD3,1
17,SMARCC1,PTMA,1
18,SMARCC1,CRYZL1,1
19,SMARCC1,RFX5,1
20,SMARCC1,SLC38A2,1
21,SMARCC1,ANXA3,1
22,SMARCC1,KLF5,1
23,SMARCC1,SMAD5,1
24,SMARCC1,SP4,1
25,SMARCC1,SKIL,1
26,SMARCC1,MT1X,1
27,SMARCC1,ZNF397,1
28,SMARCC1,CENPU,1
29,SMARCC1,SUPV3L1,1
30,SMARCC1,PIAS2,1
31,SMARCC1,AHSG,1
32,SMARCC1,NUP85,1
33,SMARCC1,GALM,1
34,SMARCC1,SRSF3,1
35,SMARCC1,GATM,1
36,SMARCC1,TMEM177,1
37,SMARCC1,NUDT15,1
38,SMARCC1,TCF25,1
39,SMARCC1,HAUS1,1
40,SMARCC1,TAF7,1
41,SMARCC1,PPP1R7,1
42,SMARCC1,HNRNPR,1
43,SMARCC1,NME2,1
44,SMARCC1,G2E3,1
45,SMARCC1,JARID2,1
46,SMARCC1,RAD51,1
47,SMARCC1,DNASE1,1
48,SMARCC1,RNPS1,1
49,SMARCC1,TIMM9,1
50,SMARCC1,AMZ2,1
51,SMARCC1,EXOSC9,1
52,SMARCC1,TK1,1
53,SMARCC1,ARID2,1
54,SMARCC1,WDHD1,1
55,SMARCC1,CDKN1A,1
56,SMARCC1,FANCD2,1
57,SMARCC1,SERPIND1,1
58,SMARCC1,HDGF,1
59,SMARCC1,C19orf48,1
60,SMARCC1,ZFP64,1
61,SMARCC1,ANKRD1,1
62,SMARCC1,THRB,1
63,SMARCC1,AURKA,1
64,SMARCC1,RSU1,1
65,SMARCC1,ZFAND2A,1
66,SMARCC1,HIST1H1E,1
67,SMARCC1,MAF,1
68,SMARCC1,IRF3,1
69,SMARCC1,LMO7,1
70,SMARCC1,APOB,1
71,SMARCC1,HPRT1,1
72,SMARCC1,STX8,1
73,SMARCC1,SLC35D2,1
74,SMARCC1,NR1I3,1
75,SMARCC1,DDX54,1
76,SMARCC1,APOA1,1
77,SMARCC1,PLA2G12B,1
78,SMARCC1,MPC1,1
79,SMARCC1,E2F4,1
80,SMARCC1,ATIC,1
81,SMARCC1,AXL,1
82,SMARCC1,MRPL1,1
83,SMARCC1,RAB28,1
84,SMARCC1,SIRT2,1
85,SMARCC1,NCAPG,1
86,SMARCC1,HPN,1
87,SMARCC1,SMARCA4,1
88,SMARCC1,ASPH,1
89,SMARCC1,TDP2,1
90,SMARCC1,TPM2,1
91,SMARCC1,BRCA1,1
92,SMARCC1,ANPEP,1
93,SMARCC1,AATF,1
94,SMARCC1,ACADVL,1
95,SMARCC1,JUND,1
96,SMARCC1,AGTRAP,1
97,SMARCC1,MAFF,1
98,SMARCC1,TAF1A,1
99,SMARCC1,ASNS,1
100,SMARCC1,SLC7A6,1
101,SMARCC1,MCM8,1
102,SMARCC1,ANXA4,1
103,SMARCC1,EBNA1BP2,1
104,SMARCC1,DTWD1,1
105,SMARCC1,RRM2,1
106,SMARCC1,CXXC1,1
107,SMARCC1,RNF4,1
108,SMARCC1,MELK,1
109,SMARCC1,NUP93,1
110,SMARCC1,THAP1,1
111,SMARCC1,IL32,1
112,SMARCC1,PRKCE,1
113,SMARCC1,GMNN,1
114,SMARCC1,MT1G,1
115,SMARCC1,AHR,1
116,SMARCC1,BPHL,1
117,SMARCC1,AFF4,1
118,SMARCC1,MYBL2,1
119,SMARCC1,PSMG1,1
120,SMARCC1,TCERG1,1
121,SMARCC1,NOL10,1
122,SMARCC1,ATF3,1
123,SMARCC1,GMPR2,1
124,SMARCC1,TCFL5,1
125,SMARCC1,DCLRE1C,1
126,SMARCC1,RBBP4,1
127,SMARCC1,DDC,1
128,SMARCC1,PA2G4,1
129,SMARCC1,NPM1,1
130,SMARCC1,GTF2H2,1
131,SMARCC1,FUBP1,1
